Не	не=PRCL	не=PRCL
столь	столь=ADVB
Коалиция	коалиция=NOUN,inan,femn,sing,nomn
Проди	проди=UNKN
—	—=UNKN
54,01	54,01=UNKN
%	%=UNKN

Он	он=NPRO,masc,3per,sing,nomn
призывает	призываю=VERB,impf,tran,sing,3per,pres,indc
к	к=PREP
пересчёту	пересчёт=NOUN,inan,masc,sing,datv
голосов	голос=NOUN,inan,masc,plur,gent
.	.=PNCT

Кирсан	кирсан=NOUN,anim,masc,Name,sing,nomn
Илюмжинов	илюмжинов=NOUN,anim,masc,Sgtm,Surn,sing,nomn
Президент	президент=NOUN,anim,masc,sing,nomn
ФИДЕ	фиде=UNKN

Космонавты	космонавт=NOUN,anim,masc,plur,nomn
вернулись	вернулся=VERB,perf,intr,plur,past,indc
на	на=PREP
Землю	земля=NOUN,inan,femn,sing,accs

Италия	италия=NOUN,inan,femn,Sgtm,Geox,sing,nomn

Белоруссия	белоруссия=NOUN,inan,femn,Sgtm,Geox,sing,nomn

Тактовая	тактовый=ADJF,Qual,femn,sing,nomn
частота	частота=NOUN,inan,femn,sing,nomn
процессора	процессор=NOUN,inan,masc,sing,gent
—	—=UNKN
4,77	4,77=UNKN
МГц	мгц=UNKN
.	.=PNCT

В	в=PREP
Пятикнижии	пятикнижие=NOUN,inan,neut,sing,loct

(	(=PNCT
Мф	мф=UNKN
.	.=PNCT
24	24=UNKN
:	:=PNCT
37	37=UNKN
-	-=PNCT
39	39=UNKN
)	)=PNCT
»	»=UNKN

В	в=PREP
Коране	коран=NOUN,inan,masc,sing,loct

«	«=UNKN
Господи	господь=NOUN,anim,masc,Sgtm,sing,voct
!	!=PNCT

Хронология	хронология=NOUN,inan,femn,sing,nomn

До	до=PREP
Потопа	потоп=NOUN,inan,masc,sing,gent

сказал	сказал=VERB,perf,tran,masc,sing,past,indc
Господь	господь=NOUN,anim,masc,Sgtm,sing,nomn
Ною	ной=NOUN,anim,masc,Name,sing,datv
:	:=PNCT

«	«=UNKN
Ной	ной=NOUN,anim,masc,Name,sing,nomn
!	!=PNCT

—	—=UNKN
Гевонд	гевонд=NOUN,anim,masc,Name,sing,nomn
Алишан	алишан=NOUN,anim,masc,Name,sing,nomn
,	,=PNCT
«	«=UNKN
Сисакан	сисакан=UNKN
»	»=UNKN
,	,=PNCT
1893	1893=UNKN

В	в=PREP
иудаизме	иудаизм=NOUN,inan,masc,sing,loct

Раши	раши=UNKN
объясняет	объясняю=VERB,impf,tran,sing,3per,pres,indc
:	:=PNCT

В	в=PREP
христианстве	христианство=NOUN,inan,neut,sing,loct

Идеалисту	идеалист=NOUN,anim,masc,sing,datv
Ною	ной=NOUN,anim,masc,Name,sing,datv
противопоставляется	противопоставляюсь=VERB,impf,intr,sing,3per,pres,indc
циник	циник=NOUN,anim,masc,sing,nomn
Хам	хам=NOUN,anim,masc,sing,nomn
.	.=PNCT

•	•=UNKN
Gelett	Gelett=UNKN
Burgess	Burgess=UNKN
.	.=PNCT

«	«=UNKN
The	The=UNKN
Maxims	Maxims=UNKN
of	of=UNKN
Noah	Noah=UNKN
»	»=UNKN

•	•=UNKN
Хуго	хуго=UNKN
Лёчер	лёчер=UNKN
.	.=PNCT

«	«=UNKN
Ной	ной=NOUN,anim,masc,Name,sing,nomn
»	»=UNKN
.	.=PNCT

•	•=UNKN
Джеральд	джеральд=NOUN,anim,masc,Name,sing,nomn
Даррелл	даррелл=UNKN
.	.=PNCT

Культурная	культурный=ADJF,Qual,femn,sing,nomn
«	«=UNKN
цифра	цифра=NOUN,inan,femn,sing,nomn
»	»=UNKN

Купчино	купчино=UNKN
протягивает	протягиваю=VERB,impf,tran,sing,3per,pres,indc
автощупальце	автощупальце=UNKN
Химкам	химки=NOUN,inan,GNdr,Pltm,Geox,plur,datv
.	.=PNCT

говорит	говорю=VERB,impf,tran,sing,3per,pres,indc
Пегги	пегги=UNKN
Уитсон	уитсон=UNKN
:	:=PNCT

говорит	говорю=VERB,impf,tran,sing,3per,pres,indc
Гернстермайер	гернстермайер=UNKN
.	.=PNCT

Он	он=NPRO,masc,3per,sing,nomn
объясняет	объясняю=VERB,impf,tran,sing,3per,pres,indc
:	:=PNCT

•	•=UNKN
4	4=UNKN
:	:=PNCT
2	2=UNKN
—	—=UNKN
29	29=UNKN
:	:=PNCT
56	56=UNKN
Хитли	хитли=UNKN
(	(=PNCT
Гецлаф	гецлаф=UNKN
)	)=PNCT

Дружба	дружба=NOUN,inan,femn,sing,nomn
народов	народ=NOUN,inan,masc,plur,gent

Чиновники	чиновник=NOUN,anim,masc,plur,nomn
замечены	замечен=PRTS,perf,past,pssv,plur
в	в=PREP
пьянстве	пьянство=NOUN,inan,neut,sing,loct
,	,=PNCT
злословии	злословие=NOUN,inan,neut,sing,loct
и	и=CONJ
рукоприкладстве	рукоприкладство=NOUN,inan,neut,sing,loct
.	.=PNCT

Встречная	встречный=ADJF,Qual,femn,sing,nomn
полоса	полоса=NOUN,inan,femn,sing,nomn
.	.=PNCT

Земля	земля=NOUN,inan,femn,sing,nomn
-	-=PNCT
Сортировочная	сортировочный=ADJF,femn,sing,nomn

Краткая	краткий=ADJF,Qual,femn,sing,nomn
справка	справка=NOUN,inan,femn,sing,nomn

Йоханнес	йоханнес=NOUN,anim,masc,Name,sing,nomn
Рау	рау=UNKN
(	(=PNCT
Johannes	Johannes=UNKN
Rau	Rau=UNKN
)	)=PNCT

-	-=PNCT
сказал	сказал=VERB,perf,tran,masc,sing,past,indc
представитель	представитель=NOUN,anim,masc,sing,nomn
Microsoft	Microsoft=UNKN
.	.=PNCT

•	•=UNKN
Fw	Fw=UNKN
:	:=PNCT
Funny	Funny=UNKN
:)	:)=PNCT

•	•=UNKN
Fw	Fw=UNKN
:	:=PNCT
Picturs	Picturs=UNKN

•	•=UNKN
Hot	Hot=UNKN
Movie	Movie=UNKN
*	*=UNKN

•	•=UNKN
Fw	Fw=UNKN
:	:=PNCT
SeX.mpg	SeX.mpg=UNKN

•	•=UNKN
Re	Re=UNKN
:	:=PNCT
Sex	Sex=UNKN
Video	Video=UNKN

•	•=UNKN
Miss	Miss=UNKN
Lebanon	Lebanon=UNKN
2006	2006=UNKN

•	•=UNKN
School	School=UNKN
girl	girl=UNKN
fantasies	fantasies=UNKN
gone	gone=UNKN
ba	ba=UNKN

Господин	господин=NOUN,anim,masc,sing,nomn
Президент	президент=NOUN,anim,masc,sing,nomn
!	!=PNCT

БЫСТРОВ	быстров=NOUN,anim,masc,Sgtm,Surn,sing,nomn
Ф	ф=UNKN
.	.=PNCT
В	в=PREP
.	.=PNCT
(	(=PNCT
"	"=PNCT
Пресс-Волга	пресс-волга=UNKN
"	"=PNCT
)	)=PNCT
:	:=PNCT

БЫСТРОВ	быстров=NOUN,anim,masc,Sgtm,Surn,sing,nomn
Ф	ф=UNKN
.	.=PNCT
В	в=PREP
.	.=PNCT
:	:=PNCT

БЫСТРОВ	быстров=NOUN,anim,masc,Sgtm,Surn,sing,nomn
Ф	ф=UNKN
.	.=PNCT
В	в=PREP
.	.=PNCT
:	:=PNCT

Мы	мы=NPRO,1per,plur,nomn
оказались	оказался=VERB,perf,intr,plur,past,indc
в	в=PREP
состоянии	состояние=NOUN,inan,neut,sing,loct
проводить	проводить=INFN,impf,tran
взвешенную	взвешенный=PRTF,perf,tran,past,pssv,femn,sing,accs
экономическую	экономический=ADJF,femn,sing,accs
политику	политика=NOUN,inan,femn,sing,accs
в	в=PREP
условиях	условие=NOUN,inan,neut,plur,loct
притока	приток=NOUN,inan,masc,sing,gent
нефтедолларов	нефтедоллар=NOUN,inan,masc,plur,gent
в	в=PREP
страну	страна=NOUN,inan,femn,sing,accs
,	,=PNCT
аккумулируя	аккумулируя=GRND,impf,tran,pres
часть	часть=NOUN,inan,femn,sing,accs
нефтедолларов	нефтедоллар=NOUN,inan,masc,plur,gent
в	в=PREP
Стабилизационном	стабилизационный=ADJF,masc,sing,loct
фонде	фонд=NOUN,inan,masc,sing,loct
.	.=PNCT

Общая	общий=ADJF,femn,sing,nomn
налоговая	налоговый=ADJF,Qual,femn,sing,nomn
нагрузка	нагрузка=NOUN,inan,femn,sing,nomn
на	на=PREP
российскую	российский=ADJF,femn,sing,accs
экономику	экономика=NOUN,inan,femn,sing,accs
сегодня	сегодня=ADVB
-	-=PNCT
примерно	примерно=ADVB
36,8	36,8=UNKN
процента	процент=NOUN,inan,masc,sing,gent
от	от=PREP
ВВП	ввп=UNKN
.	.=PNCT

ЯХИХАНОВ	яхиханов=UNKN
З	з=UNKN
.	.=PNCT
Х	х=UNKN
.	.=PNCT
(	(=PNCT
Чеченская	чеченский=ADJF,femn,sing,nomn
Республика	республика=NOUN,inan,femn,sing,nomn
,	,=PNCT
газета	газета=NOUN,inan,femn,sing,nomn
"	"=PNCT
Молодежная	молодёжный=ADJF,Qual,femn,sing,nomn
смена	смена=NOUN,inan,femn,sing,nomn
"	"=PNCT
)	)=PNCT
:	:=PNCT

Почему	почему=ADVB,Ques
?	?=PNCT

Согласен	согласен=ADJS,Qual,masc,sing
.	.=PNCT

Мы	мы=NPRO,1per,plur,nomn
решили	решил=VERB,perf,tran,plur,past,indc
эту	этот=ADJF,Apro,femn,sing,accs
очень	очень=ADVB
важную	важный=ADJF,Qual,femn,sing,accs
задачу	задача=NOUN,inan,femn,sing,accs
,	,=PNCT
сделав	сделав=GRND,perf,tran,past
шаги	шаг=NOUN,inan,masc,plur,accs
навстречу	навстречу=ADVB
друг	друг=NOUN,anim,masc,sing,nomn
другу	друг=NOUN,anim,masc,sing,datv
.	.=PNCT

Я	я=NPRO,1per,sing,nomn
бы	бы=PRCL
сейчас	сейчас=ADVB
не	не=PRCL
хотел	хочу=VERB,impf,tran,masc,sing,past,indc
заниматься	заниматься=INFN,impf,intr
рекламой	реклама=NOUN,inan,femn,sing,ablt
.	.=PNCT

Я	я=NPRO,1per,sing,nomn
с	с=PREP
Вами	вы=NPRO,2per,plur,ablt
в	в=PREP
этом	это=NPRO,neut,sing,loct
не	не=PRCL
согласен	согласен=ADJS,Qual,masc,sing
.	.=PNCT

Повторяю	повторяю=VERB,impf,tran,sing,1per,pres,indc
–	–=UNKN
извращением	извращение=NOUN,inan,neut,sing,ablt
(	(=PNCT
ваххабизма	ваххабизма=UNKN
)	)=PNCT
.	.=PNCT

ОНО	оно=NPRO,neut,3per,sing,nomn
МАСАМИ	масами=UNKN
(	(=PNCT
"	"=PNCT
Асахи	асахи=UNKN
"	"=PNCT
,	,=PNCT
Япония	япония=NOUN,inan,femn,Sgtm,Geox,sing,nomn
)	)=PNCT
:	:=PNCT

КУЗЬМИН	кузьмин=NOUN,anim,masc,Sgtm,Surn,sing,nomn
В	в=PREP
.	.=PNCT
В	в=PREP
.	.=PNCT
(	(=PNCT
"	"=PNCT
Российская	российский=ADJF,femn,sing,nomn
газета	газета=NOUN,inan,femn,sing,nomn
"	"=PNCT
)	)=PNCT
:	:=PNCT

Вы	вы=NPRO,2per,plur,nomn
встречались	встречаюсь=VERB,impf,intr,plur,past,indc
почти	почти=ADVB
со	со=PREP
всеми	весь=ADJF,Apro,plur,ablt
игроками	игрок=NOUN,anim,masc,plur,ablt
:	:=PNCT
с	с=PREP
турецкими	турецкий=ADJF,plur,ablt
,	,=PNCT
греческими	греческий=ADJF,plur,ablt
,	,=PNCT
кипрскими	кипрский=ADJF,plur,ablt
.	.=PNCT

Проблема	проблема=NOUN,inan,femn,sing,nomn
остается	остаюсь=VERB,impf,intr,sing,3per,pres,indc
?	?=PNCT

Проблема	проблема=NOUN,inan,femn,sing,nomn
остается	остаюсь=VERB,impf,intr,sing,3per,pres,indc
.	.=PNCT

Можно	можно=PRED,pres
.	.=PNCT

Специалисты	специалист=NOUN,anim,masc,plur,nomn
знают	знаю=VERB,impf,tran,plur,3per,pres,indc
.	.=PNCT

Люди	человек=NOUN,anim,masc,plur,nomn
между	между=PREP
собой	себя=NPRO,sing,ablt
десятилетиями	десятилетие=NOUN,inan,neut,plur,ablt
жили	живу=VERB,impf,intr,plur,past,indc
вместе	вместе=ADVB
без	без=PREP
всяких	всякий=ADJF,Apro,plur,gent
проблем	проблема=NOUN,inan,femn,plur,gent
.	.=PNCT

Насколько	насколько=ADVB,Ques
она	она=NPRO,femn,3per,sing,nomn
важна	важен=ADJS,Qual,femn,sing
?	?=PNCT

Никогда	никогда=ADVB
не	не=PRCL
курил	курю=VERB,impf,tran,masc,sing,past,indc
.	.=PNCT

Здравствуйте	здравствую=VERB,impf,intr,plur,impr,excl
.	.=PNCT

Знаете	знаю=VERB,impf,tran,plur,2per,pres,indc
,	,=PNCT
Польша	польша=NOUN,inan,femn,Sgtm,Geox,sing,nomn
не	не=PRCL
самая	самый=ADJF,Apro,femn,sing,nomn
богатая	богатый=ADJF,Qual,femn,sing,nomn
страна	страна=NOUN,inan,femn,sing,nomn
.	.=PNCT

Не	не=PRCL
прибедняйтесь	прибедняюсь=VERB,impf,intr,plur,impr,excl
.	.=PNCT

Недооценен	недооценён=PRTS,perf,past,pssv,masc,sing
.	.=PNCT

НУЦУБИДЗЕ	нуцубидзе=UNKN
Т	т=UNKN
.	.=PNCT
Н	н=UNKN
.	.=PNCT
:	:=PNCT
(	(=PNCT
МЗЕ	мзе=UNKN
Грузия	грузия=NOUN,inan,femn,Sgtm,Geox,sing,nomn
)	)=PNCT
:	:=PNCT

САВИНИЧ	савинич=UNKN
Г	г=UNKN
.	.=PNCT
С	с=PREP
.	.=PNCT
(	(=PNCT
"	"=PNCT
Народная	народный=ADJF,Qual,femn,sing,nomn
инициатива	инициатива=NOUN,inan,femn,sing,nomn
"	"=PNCT
)	)=PNCT
:	:=PNCT

(	(=PNCT
без	без=PREP
микрофона	микрофон=NOUN,inan,masc,sing,gent
)	)=PNCT
.	.=PNCT

Оппозиционными	оппозиционный=ADJF,plur,ablt
становятся	становлюсь=VERB,impf,intr,plur,3per,pres,indc
,	,=PNCT
понимаете	понимаю=VERB,impf,tran,plur,2per,pres,indc
?	?=PNCT

ПУТИН	путин=NOUN,anim,masc,Sgtm,Surn,sing,nomn
В	в=PREP
.	.=PNCT
В	в=PREP
.	.=PNCT
:	:=PNCT

Обижаете	обижаю=VERB,impf,tran,plur,2per,pres,indc
.	.=PNCT

—	—=UNKN
говорит	говорю=VERB,impf,tran,sing,3per,pres,indc
Сагдеев	сагдеев=UNKN
.	.=PNCT

Я	я=NPRO,1per,sing,nomn
хочу	хочу=VERB,impf,tran,sing,1per,pres,indc
жить	жить=INFN,impf,intr
!	!=PNCT
»	»=UNKN
.	.=PNCT

Не	не=PRCL
Пазолини	пазолини=UNKN

Связался	связался=VERB,perf,intr,masc,sing,past,indc
со	со=PREP
школьниками	школьник=NOUN,anim,masc,plur,ablt

Ха	ха=INTJ
!	!=PNCT

Батька	батька=NOUN,anim,masc,sing,nomn
в	в=PREP
Прагу	прага=NOUN,inan,femn,Sgtm,Geox,sing,accs
не	не=PRCL
поедет	поехал=VERB,perf,intr,sing,3per,futr,indc

Отдельная	отдельный=ADJF,Qual,femn,sing,nomn
тема	тема=NOUN,inan,femn,sing,nomn
—	—=UNKN
Белоруссия	белоруссия=NOUN,inan,femn,Sgtm,Geox,sing,nomn
.	.=PNCT

Проблемная	проблемный=ADJF,Qual,femn,sing,nomn
дата	дата=NOUN,inan,femn,sing,nomn

Посредник	посредник=NOUN,anim,masc,sing,nomn

Фирма	фирма=NOUN,inan,femn,sing,nomn
пообещала	пообещал=VERB,perf,tran,femn,sing,past,indc
исправиться	исправиться=INFN,perf,intr
.	.=PNCT

ЕГЭ	егэ=UNKN
—	—=UNKN
в	в=PREP
законе	закон=NOUN,inan,masc,sing,loct

Андроид	андроид=NOUN,anim,masc,sing,nomn
.	.=PNCT

Он	он=NPRO,masc,3per,sing,nomn
был	есть=VERB,impf,intr,masc,sing,past,indc
бы	бы=PRCL
андроидом	андроид=NOUN,anim,masc,sing,ablt
,	,=PNCT
если	если=CONJ
бы	бы=PRCL
не	не=PRCL
гниющая	гниющий=PRTF,impf,intr,pres,actv,femn,sing,nomn
плоть	плоть=NOUN,inan,femn,sing,nomn
.	.=PNCT

—	—=UNKN
уточнила	уточнил=VERB,perf,tran,femn,sing,past,indc
Сябренко	сябренко=UNKN
.	.=PNCT

—	—=UNKN
отметила	отметил=VERB,perf,tran,femn,sing,past,indc
представитель	представитель=NOUN,anim,masc,sing,nomn
Philips	Philips=UNKN
.	.=PNCT

12	12=UNKN
января	январь=NOUN,inan,masc,sing,gent
в	в=PREP
Новосибирске	новосибирск=NOUN,inan,masc,Geox,sing,loct
ожидается	ожидаюсь=VERB,impf,intr,sing,3per,pres,indc
-	-=PNCT
40	40=UNKN
°	°=UNKN
C	C=UNKN
,	,=PNCT
в	в=PREP
Томске	томск=NOUN,inan,masc,Geox,sing,loct
—	—=UNKN
-	-=PNCT
39	39=UNKN
°	°=UNKN
C	C=UNKN
,	,=PNCT
в	в=PREP
Кузбассе	кузбасс=NOUN,inan,masc,Geox,sing,loct
—	—=UNKN
-	-=PNCT
35	35=UNKN
°	°=UNKN
C	C=UNKN
.	.=PNCT

Corus	Corus=UNKN
Chess	Chess=UNKN
Tournament	Tournament=UNKN
2006	2006=UNKN

Участники	участник=NOUN,anim,masc,plur,nomn
турнира	турнир=NOUN,inan,masc,sing,gent

•	•=UNKN
Левон	левон=NOUN,anim,masc,Name,sing,nomn
Аронян	аронян=UNKN
(	(=PNCT
Армения	армения=NOUN,inan,femn,Sgtm,Geox,sing,nomn
,	,=PNCT
23	23=UNKN
,	,=PNCT
2752	2752=UNKN
)	)=PNCT

•	•=UNKN
Петер	петер=NOUN,anim,masc,Name,sing,nomn
Леко	леко=UNKN
(	(=PNCT
Венгрия	венгрия=NOUN,inan,femn,Sgtm,Geox,sing,nomn
,	,=PNCT
26	26=UNKN
,	,=PNCT
2740	2740=UNKN
)	)=PNCT

•	•=UNKN
Сергей	сергей=NOUN,anim,masc,Name,sing,nomn
Карякин	карякин=NOUN,anim,masc,Sgtm,Surn,sing,nomn
(	(=PNCT
Украина	украина=NOUN,inan,femn,Sgtm,Geox,sing,nomn
,	,=PNCT
15	15=UNKN
,	,=PNCT
2660	2660=UNKN
)	)=PNCT

Категория	категория=NOUN,inan,femn,sing,nomn
турнира	турнир=NOUN,inan,masc,sing,gent
—	—=UNKN
XIX	XIX=UNKN
.	.=PNCT

Таблица	таблица=NOUN,inan,femn,sing,nomn
чемпионата	чемпионат=NOUN,inan,masc,sing,gent

—	—=UNKN
содержалось	содержусь=VERB,impf,intr,neut,sing,past,indc
в	в=PREP
послании	послание=NOUN,inan,neut,sing,loct
.	.=PNCT

Экологи	эколог=NOUN,anim,masc,plur,nomn
были	есть=VERB,impf,intr,plur,past,indc
вынуждены	вынужден=PRTS,perf,past,pssv,plur
вызвать	вызвать=INFN,perf,tran
милицию	милиция=NOUN,inan,femn,sing,accs
.	.=PNCT

—	—=UNKN
заявил	заявил=VERB,perf,tran,masc,sing,past,indc
Наттавута	наттавута=UNKN
Сайкыа	сайкыа=UNKN
.	.=PNCT

«	«=UNKN
Нам	мы=NPRO,1per,plur,datv
нечего	нечего=NPRO,sing,gent
терять	терять=INFN,impf,tran
,	,=PNCT

Первая	первый=ADJF,Anum,femn,sing,nomn
—	—=UNKN
константа	константа=NOUN,inan,femn,sing,nomn
.	.=PNCT

Сколково	сколково=UNKN
растиражируют	растиражируют=UNKN
.	.=PNCT

Chrysler	Chrysler=UNKN
PT	PT=UNKN
Cruiser	Cruiser=UNKN
—	—=UNKN
аналогично	аналогичен=ADJS,neut,sing
;	;=PNCT

Jeep	Jeep=UNKN
Wrangler	Wrangler=UNKN
—	—=UNKN
аналогично	аналогичен=ADJS,neut,sing
;	;=PNCT

Разная	разный=ADJF,Qual,femn,sing,nomn
бывает	бываю=VERB,impf,intr,sing,3per,pres,indc
музыка	музыка=NOUN,inan,femn,sing,nomn
,	,=PNCT
разную	разный=ADJF,Qual,femn,sing,accs
я	я=NPRO,1per,sing,nomn
люблю	люблю=VERB,impf,tran,sing,1per,pres,indc
.	.=PNCT

Ух	ух=INTJ
!	!=PNCT

Поэтому	поэтому=ADVB
диктовать	диктовать=INFN,impf,tran
никому	никто=NPRO,sing,datv
не	не=PRCL
позволено	позволен=PRTS,perf,past,pssv,neut,sing
.	.=PNCT

Верь	верю=VERB,impf,intr,sing,impr,excl
-	-=PNCT
не	не=PRCL
верь	верю=VERB,impf,intr,sing,impr,excl
!	!=PNCT

Теперь	теперь=ADVB
нужны	нужен=ADJS,Qual,plur
:	:=PNCT

Уф	уф=INTJ
!	!=PNCT

По	по=PREP
танцам	танец=NOUN,inan,masc,plur,datv
:	:=PNCT

-	-=PNCT
Мазурка	мазурка=NOUN,inan,femn,sing,nomn
!	!=PNCT

Upd	Upd=UNKN
:	:=PNCT

Well	Well=UNKN
done	done=UNKN
!	!=PNCT

We	We=UNKN
are	are=UNKN
the	the=UNKN
team	team=UNKN
!	!=PNCT
:)	:)=PNCT

Румыния	румыния=NOUN,inan,femn,Sgtm,Geox,sing,nomn
принадлежит	принадлежу=VERB,impf,intr,sing,3per,pres,indc
отнюдь	отнюдь=ADVB
не	не=PRCL
румынам	румын=NOUN,anim,masc,plur,datv
.	.=PNCT

:)	:)=PNCT

«	«=UNKN
Где	где=ADVB,Ques
жена	жена=NOUN,anim,femn,sing,nomn
?	?=PNCT
»	»=UNKN

Теперь	теперь=ADVB
на	на=PREP
редакционных	редакционный=ADJF,plur,loct
летучках	летучка=NOUN,inan,femn,plur,loct
в	в=PREP
«	«=UNKN
Слоне	слон=NOUN,anim,masc,sing,loct
»	»=UNKN
обсуждается	обсуждаюсь=VERB,impf,intr,sing,3per,pres,indc
